cn,en,count
红色比基尼,red bikini,20358
长指甲,long fingernails,20321
！,!,20268
圣诞老人服装,santa costume,20263
吊袜腰带,garter belt,20241
无肩带紧身衣,strapless leotard,20240
6个以上男孩,6+boys,20218
双持,dual wielding,20199
袖口,cuffs,20153
手,hands,20133
红框眼镜,red-framed eyewear,20129
雨,rain,20126
古明地觉,komeiji satori,20123
蓝色指甲,blue nails,20076
指法,fingering,20072
气泡,bubble,20060
蓬松的长袖,puffy long sleeves,20037
肩章,epaulettes,20028
内管,innertube,20008
步行,walking,19998
变装,crossdressing,19978
凉宫春日的悠悠,suzumiya haruhi no yuuutsu,19946
褶边比基尼,frilled bikini,19944
饰带袖子,ribbon-trimmed sleeves,19878
命运/额外,fate/extra,19843
茶碗,teacup,19843
万圣节,halloween,19829
顽皮的脸,naughty face,19816
偶像大师闪耀色彩,idolmaster shiny colors,19795
在边界外面,out of frame,19795
对立,contrapposto,19788
短款夹克,cropped jacket,19780
像素完美的复制品,pixel-perfect duplicate,19770
双腿分开,legs apart,19747
小圆,kaname madoka,19709
龙角,dragon horns,19707
丁字裤,thong,19660
蛋糕,cake,19557
穿衣服的女性和裸体男性,clothed female nude male,19451
手臂在脑后,arm behind head,19441
鬼角,oni horns,19421
世界女巫系列,world witches series,19413
避孕套,condom,19387
粉色丝带,pink ribbon,19374
西行寺悠悠子,saigyouji yuyuko,19358
短马尾辫,short ponytail,19349
碗,bowl,19313
卷发,curly hair,19264
静脉,veins,19253
牛仔短裤,denim shorts,19235
帽子饰品,hat ornament,19235
强奸,rape,19225
恶魔之翼,demon wings,19197
黑色翅膀,black wings,19189
珠子,beads,19176
宝可梦 剑／盾,pokemon swsh,19147
绿色背景,green background,19116
白色连裤袜,white pantyhose,19070
黑框眼镜,black-framed eyewear,19060
紫色背景,purple background,19037
一小时绘画挑战,one-hour drawing challenge,19027
分辨率不匹配,resolution mismatch,18993
撑开小穴,spread pussy,18979
膝盖向上,knee up,18966
精液滴落,cumdrip,18963
书包,school bag,18954
:q,:q,18882
洛丽塔时尚,lolita fashion,18866
毛领,fur collar,18857
太阳帽,sun hat,18855
拿着电话,holding phone,18851
狗的风格,doggystyle,18845
肩铠,pauldrons,18835
蓝色短裤,blue shorts,18756
空洞的眼睛,empty eyes,18721
运动服,gym uniform,18690
黑色水手领,black sailor collar,18686
口语省略号,spoken ellipsis,18684
下框眼镜,under-rim eyewear,18668
4个男孩,4boys,18664
长腿,long legs,18649
第三方编辑,third-party edit,18581
闪亮的衣服,shiny clothes,18571
色调,toned,18568
口袋,pocket,18547
精液在嘴巴里,cum in mouth,18540
头戴护目镜,goggles on head,18531
凸,bulge,18517
粉色衬衫,pink shirt,18503
眼睛半睁,jitome,18498
超出边界,outside border,18492
新年,new year,18474
手放在别人的头上,hand on another's head,18468
男性裸照,topless male,18459
颅骨,skull,18458
蓝色的花,blue flower,18406
睁着眼睛哭,crying with eyes open,18396
紫色短裙,purple skirt,18351
怪物,monster,18347
加贺 (kancolle),kaga (kancolle),18336
手挽自己的头发,hand in own hair,18324
日落,sunset,18308
科幻小说,science fiction,18284
犬走红叶,inubashiri momiji,18240
绿色连衣裙,green dress,18227
矛,spear,18227
大纲,outline,18220
盾,shield,18171
扶他百合,futanari,18130
脚趾甲,toenails,18129
绑腿连裤袜,thighband pantyhose,18102
双手叉腰,hands on hips,18099
#ERROR!,#ERROR!,18099
修改胸部大小,alternate breast size,18097
年长的,older,18082
强调线,emphasis lines,18037
v 武器,v arms,18021
模因,meme,18014
运动服,buruma,18003
skeb委员会,skeb commission,17989
女性手淫,female masturbation,17931
浅腮红,light blush,17910
褶边衬衫领,frilled shirt collar,17896
褶边围裙,frilled apron,17860
不对称的头发,asymmetrical hair,17789
哦,o o,17784
绑头发,tied hair,17718
#ERROR!,#ERROR!,17703
跑步,running,17671
乳房挤压,breast squeeze,17613
狗,dog,17595
高腰半身裙,high-waist skirt,17590
条纹比基尼,striped bikini,17579
比赛泳装,competition swimsuit,17566
长裙,long skirt,17558
动物的手,animal hands,17553
白色袖子,white sleeves,17532
冰,ice,17531
公主连结！,princess connect!,17507
迷你女孩,minigirl,17468
泰迪熊,teddy bear,17455
天使的翅膀,angel wings,17415
双腿并拢,legs together,17415
手表,watch,17410
运动夹克,track jacket,17386
黑色水手服,black serafuku,17344
头枕,head rest,17271
狗尾巴,dog tail,17246
抓住屁股,ass grab,17184
折叠马尾辫,folded ponytail,17151
炮塔,turret,17124
摘掉帽子,hat removed,17120
戴眼镜的,bespectacled,17118
toaru majutsu 没有索引,toaru majutsu no index,17090
乳房上有痣,mole on breast,17080
蓝色主题,blue theme,17073
头发缎带,tress ribbon,17054
令人惊叹的衣服,impossible clothes,17043
蓝色鞋类,blue footwear,17032
棒冰,popsicle,16977
爪子姿势,paw pose,16967
金色饰边,gold trim,16951
白色皮肤,white skin,16938
不露面的男性,faceless male,16879
鬼,ghost,16876
小袋,pouch,16875
红色领巾,red scarf,16872
兔子,rabbit,16867
披肩,shawl,16854
戳球,poke ball,16836
紫色蝴蝶结,purple bow,16815
单耳环,single earring,16780
白色瞳孔,white pupils,16779
萨拉希,sarashi,16760
丰满,plump,16740
源请求,source request,16674
棕色短裙,brown skirt,16672
双膝并拢双脚分开,knees together feet apart,16654
浴衣,yukata,16624
把手放在口袋里,hand in pocket,16612
香烟,cigarette,16576
弓（武器）,bow (weapon),16528
白色水手领,white sailor collar,16509
手放在双腿之间,hand between legs,16501
双胞胎,twins,16447
头发垂下来,hair down,16437
护套,sheathed,16421
年龄差,age difference,16407
吸管,drinking straw,16349
龙女,dragon girl,16346
页码,page number,16301
英雄联盟,league of legends,16300
上下翻转,upside-down,16259
敞开外套,open coat,16255
鬼,oni,16234
黑带,black belt,16158
严肃的,serious,16143
高领,high collar,16135
牛仔裤,jeans,16122
傻笑,smirk,16103
棕色连裤袜,brown pantyhose,16099
八云蓝,yakumo ran,16080
军帽,military hat,16076
光线,light rays,16073
插入对象,object insertion,16054
命运/伪经,fate/apocrypha,16013
;),;),16002
受伤,injury,15995
思想泡沫,thought bubble,15972
棕色夹克,brown jacket,15948
迷你帽子,mini hat,15946
蓝色内裤,blue panties,15901
dakimakura（中）,dakimakura (medium),15892
黑色外套,black coat,15874
长袍,robe,15869
摆姿势,pose,15842
战袍,tabard,15831
街头霸王,street fighter,15803
鬓角,sideburns,15786
棒棒糖,lollipop,15779
黄色丝带,yellow ribbon,15778
黑色背心,black vest,15768
条纹衬衫,striped shirt,15763
圈形耳环,hoop earrings,15733
屁股裂开,butt crack,15688
黄色衬衫,yellow shirt,15673
睡衣,pajamas,15660
Patreon用户名,patreon username,15654
弹跳的乳房,bouncing breasts,15624
我的英雄学院,boku no hero academia,15579
|_|,|_|,15576
水晶,crystal,15561
圆环,circlet,15545
灯笼,lantern,15527
条纹蝴蝶结,striped bow,15501
红色玫瑰,red rose,15497
当代的,contemporary,15489
传教士,missionary,15480
睁大眼睛,wide-eyed,15473
镜音铃,kagamine rin,15453
水滴,water drop,15426
巧克力,chocolate,15412
护符,ofuda,15385
@_@,@_@,15375
大礼帽,top hat,15337
:t,:t,15318
编织马尾辫,braided ponytail,15298
跳跃,jumping,15275
胸甲,breastplate,15269
岩石,rock,15229
大垣,oekaki,15201
守矢诹访子,moriya suwako,15188
从背后拥抱,hug from behind,15186
三人组,threesome,15166
簪,hairpin,15156
konpaku youmu（鬼）,konpaku youmu (ghost),15140
伸出的手,outstretched hand,15120
白色短裤,white shorts,15108
模糊前景,blurry foreground,15101
手提包,handbag,15096
部分无指手套,partially fingerless gloves,15084
筷子,chopsticks,15066
拥抱对象,object hug,15033
身高差,height difference,15023
鲁米亚,rumia,15002
镜子,mirror,14990
皮带扣,belt buckle,14970
粉色嘴唇,pink lips,14967
运动胸罩,sports bra,14951
情人节,valentine,14949
彩色睫毛,colored eyelashes,14948
花束,bouquet,14941
全脸腮红,full-face blush,14939
早矢香美树,miki sayaka,14936
木地板,wooden floor,14890
白色发带,white hairband,14842
楼梯,stairs,14836
马克杯,mug,14813
下雪,snowing,14796
纸,paper,14789
风见幽香,kazami yuuka,14788
脸上有血,blood on face,14743
黑色领结,black bowtie,14736
山,mountain,14733
触手头发,tentacle hair,14730
蓝色领带,blue necktie,14716
运动服,sportswear,14711
单肩包,shoulder bag,14705
白色和服,white kimono,14698
遮住乳房,covering breasts,14693
水下,underwater,14688
婚纱,wedding dress,14640
巫女,miko,14635
明星发饰,star hair ornament,14599
撑伞,holding umbrella,14564
成熟的男性,mature male,14549
城市,city,14512
岛风（kancolle）,shimakaze (kancolle),14496
蛇,snake,14481
动画 gif,animated gif,14424
着装模因,meme attire,14418
塞尔达传说,the legend of zelda,14418
振动器,vibrator,14412
火焰猫燐,kaenbyou rin,14409
余穗玲二,reiuji utsuho,14408
闪烁,glint,14391
玩具娃娃,doll,14387
灯笼裤,bloomers,14363
调整服装,adjusting clothes,14362
只有躯干,cropped torso,14329
动物头巾,animal hood,14314
军刀,saber,14295
自制,enmaided,14265
绿色夹克,green jacket,14258
战斗姿态,fighting stance,14250
响（kancolle）,hibiki (kancolle),14235
发铃,hair bell,14229
符号,sign,14202
内裤放在一边,panties aside,14198
噘,pout,14196
橙,chen,14181
精液在头发上,cum on hair,14179
挥手,waving,14126
露背服装,backless outfit,14096
飞机,aircraft,14084
冰淇淋,ice cream,14080
裙撑,skirt hold,14068
实际的,realistic,14052
借来的角色,borrowed character,14023
草莓,strawberry,14023
额头印记,forehead mark,14021
运动模糊,motion blur,14014
多彩多姿的眼睛,multicolored eyes,14004
绷带的手臂,bandaged arm,14000
视频,video,13983
老鼠耳朵,mouse ears,13976
文本焦点,text focus,13953
爱生活！阳光！！,love live! sunshine!!,13941
头巾,headpiece,13928
鼻子,nose,13927
打开书,open book,13923
部分翻译,partially translated,13899
勺子,spoon,13897
橙色蝴蝶结,orange bow,13880
一条腿的内裤,panties around one leg,13820
粉色胸罩,pink bra,13815
圆齿,round teeth,13815
卡片,card,13798
改造 (kantai 系列),remodel (kantai collection),13785
命运/零,fate/zero,13777
神白泽线,kamishirasawa keine,13774
成熟的女性,mature female,13772
兄弟姐妹,brother and sister,13763
白色连体泳衣,white one-piece swimsuit,13762
扬起眉毛,raised eyebrows,13761
！？,!?,13736
一只眼睛被遮住,one eye covered,13721
高领毛衣,turtleneck sweater,13705
交叉刘海,crossed bangs,13684
前系带比基尼上衣,front-tie bikini top,13678
双手插兜,hands in pockets,13672
有颜色的内发,colored inner hair,13660
罢工女巫,strike witches,13659
火焰纹章英雄,fire emblem heroes,13626
刀剑乱舞,touken ranbu,13622
护士帽,nurse cap,13590
八分音符,eighth note,13573
深V服装,center opening,13561
遮阳帽,visor cap,13552
阴蒂,clitoris,13549
栅栏,fence,13537
头巾,bandana,13523
发带,hair tie,13475
胡子,mustache,13438
卡（中）,card (medium),13422
多多拉小笠,tatara kogasa,13382
脚链,anklet,13370
得到,geta,13356
棕榈树,palm tree,13332
皮带,leash,13331
龙,dragon,13327
姬切,hime cut,13321
河城饭鸟,kawashiro nitori,13284
水手帽,sailor hat,13284
白色裤子,white pants,13266
沙,sand,13260
短眉毛,short eyebrows,13257
锚符号,anchor symbol,13253
火徽：三间屋,fire emblem: three houses,13239
灰色夹克,grey jacket,13230
宝可梦,pokemon sm,13218
胡茬,stubble,13215
拿着法杖,holding staff,13212
捂嘴,covering mouth,13208
箭（弹丸）,arrow (projectile),13198
偶像大师百万现场！,idolmaster million live!,13197
麦芽浆,mash kyrielight,13196
喝,drink,13183
绿色头饰,green headwear,13170
触角,antennae,13167
蓝色皮肤,blue skin,13158
黄色的花,yellow flower,13140
自上而下 自下而上,top-down bottom-up,13135
假阳具,dildo,13127
臀部焦点,hip focus,13113
能够,can,13076
坐在人身上,sitting on person,13065
门,door,13063
比那名居天子,hinanawi tenshi,13062
白色紧身衣,white leotard,13060
叉子,fork,13014
绿色衬衫,green shirt,13011
眼睛上的疤痕,scar across eye,13004
青蛙发饰,frog hair ornament,12998
在地上,on floor,12994
溢出,overflow,12987
修改颜色,alternate color,12957
张开双臂,spread arms,12932
眼罩,blindfold,12925
橙色背景,orange background,12921
调整头发,adjusting hair,12907
龙尾,dragon tail,12877
马里奥（系列）,mario (series),12877
相机,camera,12850
不对称刘海,asymmetrical bangs,12835
高大的形象,tall image,12835
樱花杏子,sakura kyouko,12827
箭头（符号）,arrow (symbol),12812
圆形眼镜,round eyewear,12808
缩放图层,zoom layer,12765
友麻美,tomoe mami,12757
眉头紧锁,furrowed brow,12752
口罩,mouth mask,12751
异度之刃（系列）,xenoblade chronicles (series),12740
舔嘴唇,licking lips,12738
弓背,arched back,12726
棍棒,wand,12713
游戏王！,yu-gi-oh!,12699
紫色的花,purple flower,12685
徽,emblem,12681
草帽,straw hat,12675
折扇,folding fan,12673
崩坏（系列）,honkai (series),12653
幻想,fantasy,12645
音乐,music,12644
苹果,apple,12638
双V,double v,12638
刀剑神域,sword art online,12638
低腿,lowleg,12636
动漫截图,anime screencap,12622
两侧的手臂,arms at sides,12617
绿色丝带,green ribbon,12609
锋利的指甲,sharp fingernails,12600
守望先锋,overwatch,12585
太阳,sun,12584
露肩连衣裙,off-shoulder dress,12578
肩上的夹克,jacket on shoulders,12565
异族,interracial,12558
向日葵,sunflower,12550
头超出边界,head out of frame,12525
悬垂的乳房,hanging breasts,12522
毯子,blanket,12520
手臂保暖器,arm warmers,12519
大炮,cannon,12513
独立虚拟 youtuber,indie virtual youtuber,12501
长裙,long dress,12501
摸索,groping,12481
假尾巴,fake tail,12478
实验工作服,labcoat,12473
时雨 (kancolle),shigure (kancolle),12470
插科打诨,gag,12466
有偿报酬,paid reward,12465
侧着身子坐,yokozuwari,12463
守望先锋 1,overwatch 1,12444
畏缩,wince,12440
哥特式洛丽塔,gothic lolita,12401
栏杆,railing,12400
头巾,bandeau,12380
最终幻想十四,final fantasy xiv,12356
混合语言评论,mixed-language commentary,12338
法来山辉夜,houraisan kaguya,12335
修改头发长度,alternate hair length,12334
兔女郎,rabbit girl,12327
地平线,horizon,12322
七龙珠,dragon ball,12317
粉色鞋类,pink footwear,12314
心形发饰,heart hair ornament,12306
崩坏3,honkai impact 3rd,12295
白色翅膀,white wings,12273
名称标签,name tag,12266
包子盖,bun cover,12257
紫色丝带,purple ribbon,12251
阴茎静脉,veiny penis,12249
解开的,unbuttoned,12233
抬腿,leg lift,12220
棕色头饰,brown headwear,12217
粉色比基尼,pink bikini,12210
山羊胡,goatee,12208
黑色紧身连衣裤,black bodysuit,12191
高腿内裤,highleg panties,12174
拿着衣服,holding clothes,12172
re:zero kara hajimeru isekai seikatsu,re:zero kara hajimeru isekai seikatsu,12149
花卉背景,floral background,12134
天使,angel,12117
最终幻想七,final fantasy vii,12112
中文文本,chinese text,12107
图像板外包,imageboard desourced,12106
小熊,koakuma,12089
肌肉女,muscular female,12088
钟,clock,12077
枝干,branch,12071
手放在自己的脸颊上,hand on own cheek,12062
希托马,hitodama,12060
翔太,shota,12060
棕色裤袜,brown legwear,12046
馅饼,pasties,12042
蓝色和服,blue kimono,12027
豆豆,beanie,12020
黑色巩膜,black sclera,12016
部分可见的外阴,partially visible vulva,12004
机器人,android,11992
衣服下的泳装,swimsuit under clothes,11992
狗女孩,dog girl,11984
杀拉杀,kill la kill,11981
手戴头饰,hand on headwear,11974
在抽烟,smoking,11961
哺乳期,lactation,11935
红色发带,red hairband,11922
解开,untied,11921
眼球,eyeball,11899
衬裙,petticoat,11891
背靠背,back-to-back,11880
（系列）的故事,tales of (series),11880
可获得有偿奖励,paid reward available,11877
露肩衬衫,off-shoulder shirt,11871
毛茸茸的女性,furry female,11863
袜套,tabi,11828
帽子花,hat flower,11798
超短裙,microskirt,11796
